StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	Q_RecaptchaScore	Q_RelevantIDDuplicate	Q_DuplicateRespondent	Q_RelevantIDDuplicateScore	Q_RelevantIDFraudScore	Q_RelevantIDLastStartDate	Q14	Q1	Q6	Q17	Q17_6_TEXT	Istruzione	Q20	Q26	Q26_15_TEXT	Q10	Q10_2_TEXT	Q16	Q20-MT	Q20-MT_6_TEXT	Q21	Q21_8_TEXT	Q33	Q33_7_TEXT	Q34	Q34_8_TEXT	Q36	Q36_9_TEXT	Q43	Q43_9_TEXT	Q51_1	Q51_2	Q51_3	Q51_4	Q51_5	Q51_6	Q52	Q52_22_TEXT	Q53_1	Q53_2	Q53_3	Q53_4	Q53_5	Q53_6	Q53_7	Q53_8	Q53_9	Q53_10	Q53_11	Q53_12	Q53_13	Q53_14	Q53_15	Q53_16	Q53_17	Q53_18	Q53_19	Q53_20	Q53_21	Q53_22	Q53_23	Q53_24	Q53_25	Q53_25_TEXT	access	access_5_TEXT	language_used	language_used_3_TEXT	Q46	interaction_mode	interaction_mode_4_TEXT	Q48	strategies	strategies_5_TEXT	verification	Q54	Q61	Q62	Q63	Q64	Q65	Q66	Q67	Q67_7_TEXT	prior_knowledge	education_technology	likert_1_1	likert_1_3	likert_1_4	likert_1_5	likert_1_6	likert_2_1	likert_2_2	likert_2_3	personal_experience	Q85	never_used	never_used_5_TEXT	reason_never_used	reason_never_used_4_TEXT	future_use	future_use_7_TEXT	Q_DataPolicyViolations	Q_StraightliningCount	Q_StraightliningPercentage	Q_StraightliningQuestions	Q_UnansweredPercentage	Q_UnansweredQuestions	mapped_job	weight	EducationGroup	GeographyGroup	GenderGroup	IncomeGroup	AgeGroup	Eduarea	Education_STEM	LT_exp	lt_lit01	lt_lit	chatbot_user	InfoRetrieval_freq	ProblemSolving_freq	Learning_freq	ContentCreation_freq	Entertainment_freq	Creativity_freq
2025-05-23 7:48:27	2025-05-23 8:10:16	IP Address	100	1308	True	2025-05-23 8:10:16	R_8KH23IQfDsREJFv	anonymous	IT	0.6999999881			0.0	0.0		Sì (partecipo allo studio)	Avanzata (C1)	Dai 65 anni in su	Uomo		Diploma di scuola superiore		In pensione		Nord-Est, Italia		Media	Google Traduttore		Alexa,Bibxy		Altre applicazioni (indicare altro anche se non ricordi il nome)		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Copilot		Almeno una volta a settimana		Almeno una volta al mese	Meno di una volta al mese		Meno di una volta al mese	Spiegazioni,Consigli medici,Generazione di immagini								Svago/Uso personale						Svago/Uso personale									Svago/Uso personale					Applicazione su smartphone,Interfaccia Web da smartphone,Interfaccia Web da computer		Italiano,Inglese		per apprendimento	Sia scrivendo che con la voce		a volte non so scrivere o parlare correttamente la domanda	Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	Sì	Non e' cambiato		Non e' cambiato	Non e' cambiato		Non e' cambiato			Non so	Sì, cercati in autonomia	3	3	1	1	4	4	1	3	Sì	uso sbagliato di accenti								1	0.5	QID53	0.0		In pensione	0.61	Non-graduates	North	Man	Mid	65+		Non-graduates	3	2.2857142857142856	0.5714285714285714	Yes	3.0		2.0	1.0		1.0
2025-05-23 8:10:28	2025-05-23 8:18:31	IP Address	100	482	True	2025-05-23 8:18:32	R_2KrUOF49hTbCFr3	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Uomo		Laurea magistrale o master di primo livello	Area economico-giuridica	Ricerca e accademia		Nord-Est, Italia		Media	Google Traduttore,Altre applicazioni (indicare altro anche se non ricordi il nome)	Reverso, ChatGPT	Siri		Grammarly,Altre applicazioni (indicare altro anche se non ricordi il nome)	ChatGPT	Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Almeno una volta a settimana	Almeno una volta a settimana	Almeno una volta a settimana	Almeno una volta a settimana	Mai	Almeno una volta al mese	Scrittura di email,Scrittura accademica,Riassunti,Pianificazione viaggi e itinerari,Consigli medici,Assistenza ai linguaggi di programmazione,Generazione di immagini		Studio/Lavoro		Studio/Lavoro					Studio/Lavoro		Svago/Uso personale			Svago/Uso personale							Studio/Lavoro		Studio/Lavoro					Applicazione su smartphone,Interfaccia Web da computer		Italiano,Inglese			Sia scrivendo che con la voce			Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	Forse/non so	Parzialmente sostituito		Non e' cambiato	Parzialmente sostituito		Parzialmente sostituito	Più comodo		Sì	No	1	2	3	2	3	4	2	2	No									0	0.0		0.08108108108	QID46,QID48,QID85	Ricerca e accademia	0.49	Graduates	North	Man	Mid	18-34	Area economico-giuridica	Graduates Other	3	2.2857142857142856	0.5714285714285714	Yes	3.0	3.0	3.0	3.0	0.0	2.0
2025-05-23 9:46:35	2025-05-23 10:04:43	IP Address	100	1088	True	2025-05-23 10:04:44	R_20u82zJhyjow4I1	anonymous	IT	0.6000000238			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Master di secondo livello	Area artistica e delle discipline creative	Costruzioni		Non vivo in Italia	Paesi Bassi	Media	Google Traduttore,DeepL		Siri,Assistente Google		Non ho mai usato applicazioni di scrittura, ma ho usato ChatGPT/Gemini o tecnologie simili per supporto alla scrittura		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Mai	Meno di una volta al mese	Almeno una volta al mese	Almeno una volta a settimana	Mai	Mai	Scrittura di email,Altri consigli e suggerimenti		Studio/Lavoro													Studio/Lavoro,Svago/Uso personale													Interfaccia Web da smartphone,Interfaccia Web da computer		Italiano,Inglese		Se devo produrre un testo in inglese preferisco inserire l’input direttamente in inglese. Altrimenti uso l’italiano.	Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito,Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	Forse/non so	Parzialmente sostituito		Non so			Non e' cambiato	Più comodo,Più accurato,Più flessibile e personalizzabile		No	No	1	1	1	1	3	4	1	2	Non so									0	0.0		0.05555555556	QID48,QID85	Costruzioni	1.0	Graduates	Abroad	Woman	Mid	18-34	Area artistica e delle discipline creative	Graduates Other	2	1.5714285714285714	0.39285714285714285	Yes	0.0	1.0	2.0	3.0	0.0	0.0
2025-05-23 10:02:53	2025-05-23 10:06:38	IP Address	100	225	True	2025-05-23 10:06:39	R_8tlLMXc6uKUajWt	anonymous	IT	0.6999999881			0.0	0.0		Sì (partecipo allo studio)	Avanzata (C1)	25-34 anni	Donna		Diploma di scuola superiore		Agricoltura e ambiente		Nord-Ovest, Italia		Medio Bassa	Google Traduttore		Siri,Assistente Google		Non ho mai usato applicazioni di scrittura assistita		Note Apple		Google Cloud Text-to-speech				Mai	Mai		Mai			Nessuna di queste																																							Sì	Non so	Non so	Non so		Non so	Non so			No	No	1	2	2	2	2	1	2	3	Non so									0	0.0		0.07142857143	QID43,QID85	Agricoltura e ambiente	0.58	Non-graduates	North	Woman	Lower	18-34		Non-graduates	4	1.8571428571428572	0.4642857142857143	No	0.0	0.0		0.0		
2025-05-23 10:02:45	2025-05-23 10:08:54	IP Address	100	369	True	2025-05-23 10:08:55	R_8fiTPKfCn0nBYlB	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Uomo		Laurea magistrale o master di primo livello	Area economico-giuridica	Altro	Manifattura	Nord-Ovest, Italia		Media	Google Traduttore,DeepL		Siri		Grammarly		Non ho mai usato applicazioni di trascrizione, ma ho usato ChatGPT/Gemini o tecnologie simili per trascrivere parlato		Non ho mai usato applicazioni di produzione di voce, ma ho usato ChatGPT/Gemini o tecnologie simili per produzione di voce		ChatGPT,Dall-E		Almeno una volta a settimana	Almeno una volta a settimana	Almeno una volta a settimana	Almeno una volta al mese	Mai	Almeno una volta al mese	Scrittura di email,Spiegazioni,Riassunti,Analisi e comprensione di dati		Studio/Lavoro						Studio/Lavoro,Svago/Uso personale	Studio/Lavoro													Studio/Lavoro						Interfaccia Web da smartphone,Interfaccia Web da computer		Italiano,Inglese			Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito,Fornisco esempi concreti per spiegare cosa voglio ottenere		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	No									Sì	Sì, cercati in autonomia	4	3	2	3	4	3	3	3	No									0	0.0		0.09375	QID46,QID48,QID85	Impresa e consulenza aziendale	0.57	Graduates	North	Man	Mid	18-34	Area economico-giuridica	Graduates Other	3	3.0	0.75	Yes	3.0	3.0	3.0	2.0	0.0	2.0
2025-05-23 10:24:09	2025-05-23 10:29:58	IP Address	100	348	True	2025-05-23 10:29:58	R_2duA17SX2CaNx4K	anonymous	IT							Sì (partecipo allo studio)	Ottima (C2)	55-64 anni	Donna		Istruzione secondaria di primo grado (medie)		Non lavoro al momento		Nord-Est, Italia		Medio Bassa	Google Traduttore,Altre applicazioni (indicare altro anche se non ricordi il nome)	Aldro	Assistente Google,Alexa		Smart Compose (Google)		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce, ma ho usato ChatGPT/Gemini o tecnologie simili per produzione di voce		Non ho mai usato queste tecnologie																																																								Non so	No	1	4	2	1	3	1	1	1	Preferisco non rispondere		Li conosco, ma preferisco non usarli		Ho dubbi su sicurezza, privacy o etica		Nulla, non ho interesse			0	0.0		0.04347826087	QID85	Non lavoro al momento	0.53	Non-graduates	North	Woman	Lower	55-64		Non-graduates	3	1.5714285714285714	0.39285714285714285	No						
2025-05-23 10:46:13	2025-05-23 11:01:50	IP Address	100	936	True	2025-05-23 11:01:51	R_2qDhCsNpJEQdki0	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	55-64 anni	Uomo		Istruzione secondaria di primo grado (medie)		In pensione		Nord-Est, Italia		Media	Non ho mai usato applicazioni di traduzione automatica		Non ho mai usato applicazioni di assistenti vocali		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								No	No	0	0	0	0	4	3	0	0	No		Li conosco, ma non penso siano utili per me				Nulla, non ho interesse			0	0.0		0.04545454545	QID85	In pensione	0.79	Non-graduates	North	Man	Mid	55-64		Non-graduates	0	0.42857142857142855	0.10714285714285714	No						
2025-05-23 11:03:04	2025-05-23 11:12:49	IP Address	100	585	True	2025-05-23 11:12:49	R_2WJ3ccUUUrDaAUy	anonymous	IT	0.6000000238			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	35-44 anni	Donna		Laurea magistrale o master di primo livello	Area umanistica e sociale	Formazione		Non vivo in Italia	Malawi	Medio Alta	Google Traduttore		Non ho mai usato applicazioni di assistenti vocali		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								Sì	No	0	1	1	2	4	3	1	1	Non so		Li conosco, ma non penso siano utili per me				Garanzie su privacy e sicurezza,Pressione sociale o lavorativa			0	0.0		0.04347826087	QID85	Formazione	1.0	Graduates	Abroad	Woman	Higher	35-54	Area umanistica e sociale	Graduates Other	1	1.2857142857142858	0.32142857142857145	No						
2025-05-23 11:12:15	2025-05-23 11:18:59	IP Address	100	404	True	2025-05-23 11:18:59	R_2hmyiji5wiMiEGP	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	55-64 anni	Uomo		Istruzione secondaria di primo grado (medie)		Industria e trasporti		Nord-Est, Italia		Medio Bassa	Google Traduttore		Siri		Non ho mai usato applicazioni di scrittura assistita		Altre applicazioni (indicare altro anche se non ricordi il nome)		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								Sì	No	1	1	1	2	2	2	1	1	Non so	Non ne ho	Li conosco, ma non penso siano utili per me,Li conosco, ma non so come usarli				Supporto nel capire come funzionano e come usarli,Garanzie di accuratezza e affidabilita',Garanzie su privacy e sicurezza,Accesso più semplice o gratuito			0	0.0		0.0		Industria e trasporti	0.79	Non-graduates	North	Man	Lower	55-64		Non-graduates	3	1.2857142857142858	0.32142857142857145	No						
2025-05-23 11:23:30	2025-05-23 11:29:57	IP Address	100	386	True	2025-05-23 11:29:57	R_2Su1Y4qhZFlL2gN	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Avanzata (C1)	Dai 65 anni in su	Uomo		Diploma di scuola superiore		Non lavoro al momento		Nord-Ovest, Italia		Media	Google Traduttore		Non ho mai usato applicazioni di assistenti vocali		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce, ma ho usato ChatGPT/Gemini o tecnologie simili per produzione di voce		Non ho mai usato queste tecnologie																																																								No	No	0	0	0	1	4	1	3	0	Preferisco non rispondere		Li conosco, ma non penso siano utili per me				Garanzie su privacy e sicurezza			0	0.0		0.04545454545	QID85	Non lavoro al momento	0.87	Non-graduates	North	Man	Mid	65+		Non-graduates	1	0.7142857142857143	0.17857142857142858	No						
2025-05-23 11:26:49	2025-05-23 11:34:56	IP Address	100	486	True	2025-05-23 11:34:57	R_8IT8SGyAkN6PArD	anonymous	IT	0.6999999881			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Diploma di scuola superiore		Sanità		Nord-Ovest, Italia		Media	Google Traduttore		Siri,Alexa		Non ho mai usato applicazioni di scrittura, ma ho usato ChatGPT/Gemini o tecnologie simili per supporto alla scrittura		Note Apple		Non ho mai usato applicazioni di produzione di voce		ChatGPT,Gemini		Almeno una volta al mese	Mai	Almeno una volta al mese	Mai	Mai	Almeno una volta al mese	Scrittura di email,Pianificazione viaggi e itinerari,Generazione di immagini		Studio/Lavoro									Svago/Uso personale												Svago/Uso personale					Applicazione su smartphone,Interfaccia Web da smartphone		Italiano		Italiano poiché è la mia lingua madre	Principalmente scrivendo		Scrivere mi viene più immediato e spontaneo	Fornisco istruzioni dettagliate fin da subito,Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		Dipende dal contesto	Sì	Non so	Non so	Non so			Parzialmente sostituito			Sì	No	2	3	1	1	2	2	2	3	Non so									0	0.0		0.02857142857	QID85	Sanità	0.58	Non-graduates	North	Woman	Mid	18-34		Non-graduates	3	2.0	0.5	Yes	2.0	0.0	2.0	0.0	0.0	2.0
2025-05-23 11:27:03	2025-05-23 11:37:54	IP Address	100	651	True	2025-05-23 11:37:55	R_8YuesRDpiHCKG4s	anonymous	IT	0.8000000119			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	18-24 anni	Donna		Diploma di scuola superiore		Studente		Nord-Ovest, Italia		Non lo so/preferisco non rispondere	Google Traduttore		Siri,Assistente Google		Non ho mai usato applicazioni di scrittura, ma ho usato ChatGPT/Gemini o tecnologie simili per supporto alla scrittura		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Almeno una volta a settimana	Almeno una volta al mese	Almeno una volta al mese	Meno di una volta al mese	Mai	Mai	Scrittura di email,Scrittura accademica,Raccolta idee e creazione di bozze,Analisi e comprensione di dati		Studio/Lavoro		Studio/Lavoro			Studio/Lavoro															Studio/Lavoro						Interfaccia Web da computer		Italiano		Utilizzo tali tecnologie come aiuto in università, dove frequento un corso di studi un italiano	Principalmente scrivendo		Mi dà il tempo per formulare meglio la mia richiesta	Fornisco istruzioni dettagliate fin da subito,Fornisco esempi concreti per spiegare cosa voglio ottenere		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	Sì	Parzialmente sostituito		Non e' cambiato			Non e' cambiato	Più comodo,Più flessibile e personalizzabile		Sì	Sì, sul posto di lavoro/a scuola	3	2	4	4	4	4	4	1	No									1	0.5	QID53	0.02857142857	QID85	Studente	1.42	Non-graduates	North	Woman		18-34		Non-graduates	2	3.142857142857143	0.7857142857142857	Yes	3.0	2.0	2.0	1.0	0.0	0.0
2025-05-23 11:34:18	2025-05-23 11:39:03	IP Address	100	285	True	2025-05-23 11:39:03	R_2GAmEGl6sbtYtvb	anonymous	IT				0.0	0.0		Sì (partecipo allo studio)	Ottima (C2)	Dai 65 anni in su	Donna		Diploma di scuola superiore		In pensione		Nord-Est, Italia		Media	Google Traduttore		Non ho mai usato applicazioni di assistenti vocali		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								Non so	No	1	3	0	0	4	4	0	4	Sì		Non sapevo che esistessero				Supporto nel capire come funzionano e come usarli			0	0.0		0.04545454545	QID85	In pensione	0.54	Non-graduates	North	Woman	Mid	65+		Non-graduates	1	1.7142857142857142	0.42857142857142855	No						
2025-05-23 11:29:18	2025-05-23 11:39:19	IP Address	100	601	True	2025-05-23 11:39:20	R_2WummDPNxLRETeZ	anonymous	IT	0.5			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	35-44 anni	Uomo		Dottorato di ricerca	Area umanistica e sociale	Ricerca e accademia		Centro Italia		Medio Bassa	Google Traduttore,DeepL		Alexa		Grammarly		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Mai	Mai	Mai	Almeno una volta al mese	Mai	Mai	Scrittura accademica,Riassunti				Studio/Lavoro					Studio/Lavoro																			Interfaccia Web da computer		Italiano,Inglese			Principalmente scrivendo			Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		Sempre, mi voglio assicurare che le risposte siano affidabili	No									No	No	0	0	0	0	0	0	0	0	Non so									1	0.5	QID53	0.09375	QID46,QID48,QID85	Ricerca e accademia	0.82	Graduates	Centre	Man	Lower	35-54	Area umanistica e sociale	Graduates Other	3	0.0	0.0	Yes	0.0	0.0	0.0	2.0	0.0	0.0
2025-05-23 11:23:18	2025-05-23 11:45:52	IP Address	100	1354	True	2025-05-23 11:45:53	R_87CsCQZHEQ9rbUt	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	35-44 anni	Uomo		Laurea magistrale o master di primo livello	Area economico-giuridica	Sicurezza e pubblica amministrazione		Nord-Ovest, Italia		Medio Bassa	Google Traduttore		Assistente Google,Bibxy		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT,Gemini		Mai	Meno di una volta al mese	Meno di una volta al mese	Mai	Meno di una volta al mese	Mai	Altre conversazioni																				Svago/Uso personale								Applicazione su smartphone		Italiano			Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito		Sempre, mi voglio assicurare che le risposte siano affidabili	No									Sì	No	0	1	2	1	3	4	4	1	Sì									1	0.5	QID53	0.09375	QID46,QID48,QID85	Sicurezza e pubblica amministrazione	0.73	Graduates	North	Man	Lower	35-54	Area economico-giuridica	Graduates Other	2	1.8571428571428572	0.4642857142857143	Yes	0.0	1.0	1.0	0.0	1.0	0.0
2025-05-23 12:20:40	2025-05-23 12:26:53	IP Address	100	373	True	2025-05-23 12:26:54	R_8CCkOWFJgtgSkjG	anonymous	IT	0.6999999881			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Laurea magistrale o master di primo livello	Area umanistica e sociale	Sanità		Nord-Est, Italia		Media	Google Traduttore,DeepL		Non ho mai usato applicazioni di assistenti vocali		Jasper AI		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Almeno una volta al mese	Almeno una volta al mese	Almeno una volta al mese	Almeno una volta al mese	Meno di una volta al mese	Mai	Scrittura di email,Scrittura accademica,Spiegazioni,Pianificazione viaggi e itinerari,Generazione di immagini		Studio/Lavoro		Studio/Lavoro				Studio/Lavoro,Svago/Uso personale			Svago/Uso personale												Studio/Lavoro,Svago/Uso personale					Applicazione su smartphone,Interfaccia Web da smartphone,Interfaccia Web da computer		Italiano			Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito,Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		Sempre, mi voglio assicurare che le risposte siano affidabili	No									Sì	No	1	1	1	1	3	4	1	1	Non so									0	0.0		0.09375	QID46,QID48,QID85	Sanità	0.28	Graduates	North	Woman	Mid	18-34	Area umanistica e sociale	Graduates Other	2	1.4285714285714286	0.35714285714285715	Yes	2.0	2.0	2.0	2.0	1.0	0.0
2025-05-23 12:35:06	2025-05-23 12:43:19	IP Address	100	492	True	2025-05-23 12:43:19	R_8RwvtTZD0xs5G53	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Ottima (C2)	55-64 anni	Preferisco non rispondere		Diploma di scuola superiore		In pensione		Nord-Ovest, Italia		Media	Google Traduttore		Siri,Assistente Google,Alexa,Altre applicazioni (indicare altro anche se non ricordi il nome)		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								No	No	0	2	0	4	2	3	3	3	No	Non ho esperienze	Non sapevo che esistessero				Supporto nel capire come funzionano e come usarli			0	0.0		0.0		In pensione	1.0	Non-graduates	North	Neither	Mid	55-64		Non-graduates	2	2.142857142857143	0.5357142857142857	No						
2025-05-23 12:46:57	2025-05-23 12:57:42	IP Address	100	644	True	2025-05-23 12:57:42	R_28LjuxR0NsHlf2h	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Avanzata (C1)	55-64 anni	Donna		Istruzione secondaria di primo grado (medie)		Altro		Non vivo in Italia		Media	Google Traduttore,Altre applicazioni (indicare altro anche se non ricordi il nome)	Altro	Non ho mai usato applicazioni di assistenti vocali		Altre applicazioni (indicare altro anche se non ricordi il nome)	Altro	Note Apple		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								Sì	No	3	2	2	3	2	3	2	4	Sì		Li conosco, ma non penso siano utili per me				Garanzie su privacy e sicurezza			0	0.0		0.04545454545	QID85	Altro	1.0	Non-graduates	Abroad	Woman	Mid	55-64		Non-graduates	3	2.7142857142857144	0.6785714285714286	No						
2025-05-23 12:54:30	2025-05-23 13:07:35	IP Address	100	784	True	2025-05-23 13:07:35	R_8q0cN5GwRCOmCcx	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Laurea magistrale o master di primo livello	Area umanistica e sociale	Impresa e consulenza aziendale		Sud Italia		Medio Bassa	Google Traduttore		Alexa		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								Sì	No, ma ho seguito corsi su altre tecnologie di Intelligenza Artificiale	1	1	1	2	2	1	3	3	Non so		Li conosco, ma non so come usarli				Supporto nel capire come funzionano e come usarli,Garanzie di accuratezza e affidabilita',Accesso più semplice o gratuito			0	0.0		0.04347826087	QID85	Impresa e consulenza aziendale	2.31	Graduates	South and Islands	Woman	Lower	18-34	Area umanistica e sociale	Graduates Other	2	1.7142857142857142	0.42857142857142855	No						
2025-05-23 13:23:45	2025-05-23 13:29:00	IP Address	100	314	True	2025-05-23 13:29:00	R_8ikRVMCeamD5xU7	anonymous	IT	0.8999999762			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	35-44 anni	Uomo		Laurea magistrale o master di primo livello	Area economico-giuridica	Sicurezza e pubblica amministrazione		Nord-Est, Italia		Medio Bassa	Google Traduttore		Siri		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		Non ho mai usato queste tecnologie																																																								No	No	1	1	1	1	3	2	1	1	No		Non sapevo che esistessero				Accesso più semplice o gratuito			0	0.0		0.04347826087	QID85	Sicurezza e pubblica amministrazione	0.82	Graduates	North	Man	Lower	35-54	Area economico-giuridica	Graduates Other	2	1.1428571428571428	0.2857142857142857	No						
2025-05-23 13:42:32	2025-05-23 13:50:50	IP Address	100	497	True	2025-05-23 13:50:50	R_21skXfQEW0yfAG5	anonymous	IT	1.0			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Laurea magistrale o master di primo livello	Area economico-giuridica	IT e media		Non vivo in Italia	Berlino	Medio Alta	Google Traduttore,DeepL,Altre applicazioni (indicare altro anche se non ricordi il nome)	ChatGPT	Siri,Alexa		Grammarly,QuillBot		Note Apple,Trascrizione automatica su Zoom/Google Meet/Teams		Non ho mai usato applicazioni di produzione di voce		ChatGPT,Claude		Almeno una volta al mese	Almeno una volta a settimana	Meno di una volta al mese	Almeno una volta a settimana	Mai	Almeno una volta al mese	Scrittura di email,Scrittura creativa,Analisi, comprensione e formattazione del testo,Spiegazioni,Riassunti,Pianificazione viaggi e itinerari,Consigli personali,Assistenza ai linguaggi di programmazione,Analisi e comprensione di dati,Generazione di immagini		Studio/Lavoro	Studio/Lavoro			Studio/Lavoro		Studio/Lavoro	Studio/Lavoro		Svago/Uso personale		Svago/Uso personale								Studio/Lavoro	Studio/Lavoro	Studio/Lavoro					Applicazione su smartphone,Interfaccia Web da computer		Italiano,Inglese,Altro	Tedesco	uso la lingua in cui mi serve l'informazione finale	Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito,Faccio domande di approfondimento o continuo a dialogare finché non ottengo ciò che voglio		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	Forse/non so	Parzialmente sostituito	Non e' cambiato	Non e' cambiato	Completamente sostituito		Non e' cambiato	Più accurato,Più flessibile e personalizzabile		Sì	No	1	2	3	1	4	1	2	3	Non so									0	0.0		0.05263157895	QID48,QID85	IT e media	1.0	Graduates	Abroad	Woman	Higher	18-34	Area economico-giuridica	Graduates Other	4	1.8571428571428572	0.4642857142857143	Yes	2.0	3.0	1.0	3.0	0.0	2.0
2025-05-23 14:06:50	2025-05-23 14:11:48	IP Address	100	298	True	2025-05-23 14:11:49	R_2gGzIBK9KrVdRNc	anonymous	IT	0.8000000119			0.0	0.0		Sì (partecipo allo studio)	Madrelingua	25-34 anni	Donna		Laurea magistrale o master di primo livello	Area sanitaria e delle scienze mediche	Sanità		Nord-Est, Italia		Media	Google Traduttore		Siri		Non ho mai usato applicazioni di scrittura assistita		Non ho mai usato applicazioni di trascrizione del parlato		Non ho mai usato applicazioni di produzione di voce		ChatGPT		Almeno una volta a settimana	Almeno una volta a settimana	Almeno una volta a settimana	Meno di una volta al mese	Mai	Mai	Riassunti									Studio/Lavoro																			Interfaccia Web da computer		Italiano			Principalmente scrivendo			Fornisco istruzioni dettagliate fin da subito		A volte, verifico solo quando qualcosa mi sembra dubbio o non posso permettermi di sbagliare	No									No	No	1	1	1	1	3	2	4	4	No									1	0.5	QID53	0.09375	QID46,QID48,QID85	Sanità	0.28	Graduates	North	Woman	Mid	18-34	Area sanitaria e delle scienze mediche	Graduates STEM	2	2.0	0.5	Yes	3.0	3.0	3.0	1.0	0.0	0.0
